what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487240814
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487286174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487288707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331487290099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487383352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487391787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487402677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487402803
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331487402839
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331487402870
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331487410043
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331487412387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487416770
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487427684
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331487438109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331487448272
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331487452680
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331487454064
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331487482325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331487487851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331487517328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331487518324
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331487519211
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331487519811
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487585497
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487585865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487647493
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487650498
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331487651431
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331487688473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487690951
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487690971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331487690973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331487695992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487698974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331487698995
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331487698996
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331488088118
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331488092046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488096416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488120394
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488120506
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488128756
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488130983
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1331488161139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331488162285
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331488163946
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488168268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488172634
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488237656
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488245351
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488251485
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488258138
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488259270
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488296434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488302317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488303388
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1331488303422
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1331488305627
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488305725
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488306129
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488307753
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488308283
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488309369
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488311533
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488311847
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488312692
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1331488327918
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.VariableView",1331488332282
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488359516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488363746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488363830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488368173
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488372771
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1331488375193
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488375293
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488376083
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488392646
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488393229
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488394101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488397604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488403423
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1331488403504
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1331488406051
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331488406055
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488408719
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488411761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488413579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488418545
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488418558
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488423199
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488423270
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488424459
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1331488424487
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1331488426960
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488427066
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488427438
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488427680
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488427838
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488428001
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488428167
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488428344
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488428979
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1331488430777
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488431920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488438825
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488438840
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1331488441571
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488441683
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488442648
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488445554
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488447037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488448147
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488454520
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1331488454593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488456196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488465249
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488465262
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1331488471078
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1331488471195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488472560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488481933
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488481946
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1331488490112
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488491269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488497371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488498782
started,bundle,org.eclipse.wst.html.core,1.1.501.v201109080146,"org.eclipse.wst.html.core",1331488500781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488501046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488512603
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488515227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488516371
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1331488516399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488521069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488569162
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1331488569289
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1331488574120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488576474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488597693
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488597706
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488602754
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488603311
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488604285
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1331488607263
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488607533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488625826
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488625941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331488633228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488642159
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488653507
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488666654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488666756
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331488667992
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488674209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488679544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488686877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488692443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488742059
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1331488742069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488744977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488746949
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1331488746953
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488747751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488752214
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488807355
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1331488807365
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488810435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488834362
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1331488834367
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488840195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488841356
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331488841360
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331488845402
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331488867285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489102650
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489109435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489114095
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1331489114106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489115932
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489126955
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1331489126960
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489129447
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489135354
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489135367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331489136696
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331489138615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331489151971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331489159779
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489164607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489176302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489191695
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489194485
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331489197765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489202090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489209263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331489211098
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1331489214133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489216061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331489221365
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489221377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331489222952
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331489224484
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489234423
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1331489265423
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331489266576
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331489282609
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489285613
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489287101
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489287106
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489288165
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489288985
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489289602
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489290411
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489291214
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489292565
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489293170
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489294448
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489295388
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489296086
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489296762
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489297978
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489298594
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489299484
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489300817
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331489301669
